customer_unique_id,first_order_id,second_order_id,days_between_orders
3d50a44231c2a153219cef76ee3e445d,fdaf98feac227eb978d8f33f36e0231d,3c5939ce763419f5942f27acffd072e6,308.981817
43dce1c46f91f3cd233905d0a8b19153,a15641400fbcb7ec727c8f5fcd9ae5f4,989d4dc670329cd432f4345b25194cb9,307.996030
099fad9e8f7dfbd0412c300bcc697e0b,bdbe67b7e2faaeff27efc72ea1a1bf0b,e3bab59cbada81d5a3df124e0a95442e,307.149051
94374f520fa9fe75d477ecf113cae041,1e6832ed905471e6aaa1c8e6c09186be,06c9d7fdab61bfa60de3edd9ec99a28b,306.868495
18d61a27f478cd6201df948578f814f9,95f9d289eb0d1034066dbe1638e696f7,15c2d2803c9a7a4ba8f528a65814848d,306.111400
d6903bc66ac9ae94d0bec00ea5c39568,788dadfe475fc16d5e7562f1a5fa8e82,617aa5cf4b76fa15872c99667d8cc833,305.991944
d8ad2c0c09bb419ee20bbbda66ed6d9c,ba56a5684dac89a26445f7aca74c556f,c01ae15e9ff7192925a8aefc04b3672d,305.982303
0f9349a9da479b7e02c4cb4a0c73fb47,e9a21226714589b1cb43d10c0a8cfb15,aad7d7dacb681055d348e02842f0590b,305.143067
3e5306add1209e5ba184092dd1587282,d8d04eeca6703f5545f4c25b8ace1ee9,d17caea6a555b8d399674e0a8e600bfb,304.548194
d75a854dd5534f42bfac3299ac2d0b33,4d178c8435a1d6d81ded1bfde1083628,b0e07744a89c97ec7dc4be61ddf6a5ac,303.992789
688d5274462f91fa0332582b748ce41d,376354084f6f8ee744a474abfb826ea2,a728ee4ebe3964a5a4ab8b0409eaabc1,303.037743
2878289928927b75d078057c8d91405f,a52afc640f675ddcbf056eb1e7967bc0,0c01f50d13b63f9c7a1f073f51a45548,302.820613
f113042ff356f926d517f3087d4a1ba8,00685d31ae12e47470ba5c18ba74f22c,fee65893d04eea449ea85e69ddef8e1a,302.623981
beceaa52fb2f761e647222b3cf7ce0b2,140b263288af3fc4f4b00c207639b37b,0b50495c5cfeda8c9d7abfe80aea74e4,301.181759
a66315c850c3712707754c1eca7a8069,7d170449ca92e7f9c69431c2e23e35e3,e1bc1083cd7acd30d0576335373b907d,301.080359
071fb07419a29c8ba143831082e0320a,b3a8fd762c98dce0277b24a7dd8cdfbb,96579b3ca52d82b041b4fc2be5ffb7a9,299.978831
c36acb527b8f2c464abd036b879f4ec8,ce648a016d0547e13c8cf94449256982,812b6f6a1efbfa5beae8ac07617fa0c3,299.976701
d7b4f3c9c89ba771ef099693c61d7085,036b2855a4c92b30f0bd1f3fc0f46e48,373e8a6f20402ca46cedf50241ed878b,299.914201
19de4cc79e2c2986e70b155b7631f61c,71eb50917f5fc3dad71d5db670959dc5,dd50addabe54a9c924c82e73c4daac41,299.639931
bbf65e7823171a84e70a495dd6c34ceb,65bbd0719855fe808bb19f62dfa9f42c,9b75cdaf2d85857ef023980e15d01546,298.531331
